ลำดับที่,เลขที่ใบอนุญาต,ชื่อสถานพยาบาล,ผู้ประกอบกิจการ,ผู้ดำเนินการสถานพยาบาล,ที่อยู่,โทรศัพท์,หมายเหตุ,ประเภท,Facebookpage,Aboutfrompage,เบอร์โทรศัพท์,Urlfacebookpage,UrlProfile,เวลาเช็คอินล่าสุด,สถานะ
29,65103000457,คลินิกทันตกรรมบ้านหมอแป้ง,นางพิชญนาฏ จันทร์แจ้ง,นางพิชญนาฏ จันทร์แจ้ง,57/55 ถ.พระองค์ดำ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรมบ้านหมอแป้ง,"ทำฟัน จัดฟัน ทันตกรรมสำหรับเด็ก ฟอกสีฟัน ทำฟันปลอม 
ด่วน!!! โปรโมชั่นเปิดร้านใหม่ จัดฟัน ราคา 30,000 บาท เท่านั้น (เฉพาะ 50 ท่านแรก) และโปรโมชั่นฟอกสีฟัน มาเป็นคู่เพียงท่านละ 4,000 บาท เท่านั้น",088 282 7051,https://www.facebook.com/PangDentist,https://scontent.fphs1-1.fna.fbcdn.net/v/t31.0-8/1913198_814263695268934_52577862_o.jpg?_nc_cat=107&_nc_oc=AQnJ-hyhakOT4LJAaekDdsBo0hSQMdGT8jGkvkMC1UENybj1Py7De80lM8A2-MSMa4s&_nc_ht=scontent.fphs1-1.fna&oh=31c42be733534af4fbceaad7ae4cf26b&oe=5DA1CA09,16/7/2019,เพจทางการ
30,65103000557,คลินิกทันตกรรมบ้านฟันมีสุข,น.ส.บริมาส  สุวรรณา,น.ส.บริมาส  สุวรรณา,7 ม.7 ต.นครไทย อ.นครไทย จ.พิษณุโลก,,,ทันตกรรม,คลินิกทำฟันบ้านฟันมีสุข นครไทย,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B3%E0%B8%9F%E0%B8%B1%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9F%E0%B8%B1%E0%B8%99%E0%B8%A1%E0%B8%B5%E0%B8%AA%E0%B8%B8%E0%B8%82-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B9%84%E0%B8%97%E0%B8%A2/237890413019321,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-1/c53.0.320.320a/p320x320/26167806_1961692764085665_2670411101098008716_n.jpg?_nc_cat=103&_nc_oc=AQnouTyKRwCR3YiMjXdWuXJ7Lhd4D6eKN4fYp8xUoE_fAE3_GLJh4FQ5KLVyF-1-7AQ&_nc_ht=scontent.fphs1-1.fna&oh=989eeaf6ed37a256814e560ec2df6ebb&oe=5DE7A9DD,9/7/2019,เพจไม่เป็นทางการ
31,65103000657,คลินิกทันตกรรมเด็นทัลคอนเนอร์,นางกัญญณัช สุพรรณการ,นางกัญญณัช สุพรรณการ,84/9 ถ.สีหราชเดโชชัย ต.ในเมือง อ.เมือง จ.พิษณุโลก,055-248790,,ทันตกรรม,คลินิกทันตกรรม เด็นทัล คอนเนอร์,,,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%99%E0%B8%97%E0%B8%B1%E0%B8%A5-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C/770426852994097,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-1/p320x320/10428062_843650042339797_1845032932455926382_n.jpg?_nc_cat=106&_nc_oc=AQkFqFWl8OPRIxdvF_v8cPNAqZfKbLNaxdf4-HAjM8mEpCR6hRLiVNFnyKihs49gnsk&_nc_ht=scontent.fphs1-1.fna&oh=86a9cf0472a783dcc1cfe6e7f3755f1c&oe=5DEBA68C,,เพจไม่เป็นทางการ
32,65103000757,คลินิกทันตกรรมมายด์เด้นท์,น.ส.วรินทร  อยู่คงวรกุล,น.ส.วรินทร  อยู่คงวรกุล,2/60 ถ.ธรรมบูชา ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,Mild Dent Dental clinic จัดฟัน จัดฟันใส ฟันปลอม ฟอกสีฟัน พิษณุโลก,"มายด์เด้นท์ คลินิกทันตกรรม 
จัดฟัน จัดฟันใส 
ทำฟัน ฟันปลอม 
ฟอกสีฟัน ทำฟันเด็ก
พิษณุโลก",085 054 4450,https://www.facebook.com/Milddentdentalclinic/posts/492301174239092/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/20108520_1064798913655979_1973197568292929715_n.jpg?_nc_cat=102&_nc_oc=AQmG9iP3TginzirVKAzqgDn3i1MtXVfrTTHKvdphLlvP2b_IjDnZ-MT6Aqmp8r_C1xU&_nc_ht=scontent.fphs1-1.fna&oh=8f10e26d802f0f2af680e56179103ce5&oe=5DA163BB,21/6/2019,เพจทางการ
33,65103000857,คลินิกทันตกรรมฟันยิ้ม,นายชัยภัทร  หลวงแนม,นายชัยภัทร  หลวงแนม,281/44 ม.5 ต.หัวรอ อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรมฟันยิ้ม,บริการทำฟัน จัดฟัน ฟอกสีฟัน ทำฟันปลอม ผ่าฟันคุด ฯลฯ( หน้าสนามกีฬากลางพิษณุโลก)Tel.0962923020,096 292 3020,https://www.facebook.com/pages/category/Hospital/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%9F%E0%B8%B1%E0%B8%99%E0%B8%A2%E0%B8%B4%E0%B9%89%E0%B8%A1-324520621042234/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/23843255_828172027343755_600250538272838905_n.jpg?_nc_cat=101&_nc_oc=AQnsLeJpqhQ8432InJ4ehIaL9SxPRGg5lrRCjkG54diHKL8JJdIl-PfnxqO6DEf7R4c&_nc_ht=scontent.fphs1-1.fna&oh=c28a207d94299aa0aad367f81000322c&oe=5DA3C620,27/7/2019,เพจทางการ
34,65103000258,คลินิกทันตกรรมแพลตินัม,นายยศณรงค์  ศิริเมธาวงศ์,นายยศณรงค์  ศิริเมธาวงศ์,399/9-10 ถ.ศีหราชเดโชชัย ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรมแพลตินัม Platinum Dental Clinic,"บริการทำฟัน จัดฟัน รากฟันเทียม ฟอกสีฟัน 
399/9 ถ.สีหราชเดโชชัย อ. เมือง จ. พิษณุโลก 
โทร. 055 008226, 080 5500700",080 550 0700,https://www.facebook.com/platinumdentalclinicphitsanulok/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/15965763_1180640928679663_5933318841025969478_n.jpg?_nc_cat=103&_nc_oc=AQkhDD8SvONiBiqepdQhOVR2GVoPqQI3itEzVE6slBQGoaD4u1nmjV9i6yREw0Xv82s&_nc_ht=scontent.fphs1-1.fna&oh=5ea36fc939ba8c2563e03446a8aa9a71&oe=5DA73C1F,10/3/2016,เพจทางการ
35,65103000358,คลินิกทันตกรรมยัวร์สไมล์,น.ส.ศิริลาวัณย์  โต๊ะนาค,น.ส.ศิริลาวัณย์  โต๊ะนาค,5/7 ม.5 ต.บ้านคลอง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรม ยัวร์สไมล์ Yoursmile Dc - ใหม่,,055 320 851,https://www.facebook.com/pages/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%A2%E0%B8%B1%E0%B8%A7%E0%B8%A3%E0%B9%8C%E0%B8%AA%E0%B9%84%E0%B8%A1%E0%B8%A5%E0%B9%8C-Yoursmile-Dc-%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88/1512518355676118,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-1/c0.53.320.320a/p320x320/52328322_2260817244191650_1393423197688299520_n.jpg?_nc_cat=108&_nc_oc=AQkVZKSU6QKyCyyTVCY7l0_zqZySWY0JxgSJY-pEqybaLn6taz8-7lOB82nuRmq2O3Y&_nc_ht=scontent.fphs1-1.fna&oh=65b2454e6514d6a9546924d5d33fe1fd&oe=5DA0D4CC,8/4/2019,เพจไม่เป็นทางการ
36,65103000458,คลินิกทันตกรรมอีซี่สไมล์,น.ส.อัชฌา  ชูเกษ,น.ส.อัชฌา  ชูเกษ,444/12 ถ.สีหราชเดโชชัย ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,EASY SMILE Dental Clinic - Phitsanulok,บริการทำฟัน จัดฟัน ฟอกสีฟัน อุดฟัน ขูดหินปูน ฟันปลอม ผ่าฟันคุด รักษารากฟัน ทำฟันเด็ก รักษาโรคเหงือก รากฟันเทียม โทร 095-630-9022,095 630 9022,https://www.facebook.com/easysmileclub,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/27750369_2036914979880586_8945554859456098105_n.jpg?_nc_cat=100&_nc_oc=AQk2yl6q8m2m-dQnmGbmQxLxYC1JJIbDAkHlq9de19LL9fBbiBlUXKWC0fV-22uCjGE&_nc_ht=scontent.fphs1-1.fna&oh=12eaf67a9098b09129c2e495ee897efb&oe=5DD51469,14/7/2019,เพจทางการ
37,65103000558,คลินิกทันตกรรมหมอตุ้มสาขา2,น.ส.ผจงจิต  ไชยมณี,น.ส.พลอยไพลิน บัวรัตน์,59/160 ถ.ศรีธรรมไตรปิฎก ต.ในเมือง อ.เมือง จ.พิษณุโลก, 055-007288,,ทันตกรรม,ทำฟัน จัดฟันพิษณุโลก:หมอตุ้มคลินิกทันตกรรม,ทำฟัน จัดฟันพิษณุโลก โดยทันตแพทย์เฉพาะทาง,055 007 288,https://www.facebook.com/drtumphitsanulok,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/22886096_1979401118983724_8828370335601760010_n.jpg?_nc_cat=105&_nc_oc=AQkJjotI15eF8RkX902AoD7mO54Y3-FLVf0PofNpnKV5CPbtl4TRlVzOEVFRnxTNa7E&_nc_ht=scontent.fphs1-1.fna&oh=de42419651e2b95cbdb1411f3d974933&oe=5DE40EC5,18/7/2019,เพจทางการ
38,65103000658,คลินิกทันตกรรมยิ้มสบาย,นายอำนาจ  ธีบำรุง,นายอำนาจ  ธีบำรุง,334 ม.6 ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรม ยิ้มสบาย,,,https://www.facebook.com/people/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-%E0%B8%A2%E0%B8%B4%E0%B9%89%E0%B8%A1%E0%B8%AA%E0%B8%9A%E0%B8%B2%E0%B8%A2/100009118103503,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/11391241_1455145584799364_9120271451836700459_n.jpg?_nc_cat=102&_nc_oc=AQkdR2iAPvwysJyrqEEuwWFHFNA2pizkcs_Xm2BhO68h9HNLRew_z1sEKswlZNiv3tE&_nc_ht=scontent.fphs1-1.fna&oh=b163c917a99539e50974d8bcddb2ba5c&oe=5DA78F60,,เพจไม่เป็นทางการ
39,65103000758,คลินิกทันตกรรมยิ้มหวาน,น.ส.ศรันยา  วรรณโชดก,น.ส.ศรันยา  วรรณโชดก,83/225 ถ.ประชาอุทิศ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรมยิ้มหวาน พิษณุโลก,จัดฟัน รากฟันเทียม รักษารากฟัน ฟันปลอม รักษาโรคเหงือก ผ่าฟันคุด ทำฟันเด็ก ฟอกสีฟัน,095 634 4010,https://www.facebook.com/yimwhanpidlok,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/26814789_2103510303223504_3656827433266799827_n.jpg?_nc_cat=108&_nc_oc=AQmsXj7UBvFOS8EfmcO2uGGG4JZPqWSlEjJH54tsVMQGU3sHfoh-vRhn3sIZo7bzbjA&_nc_ht=scontent.fphs1-1.fna&oh=bc63be601befa4bf0e0a008a444399e3&oe=5DE2A56E,27/7/2019,เพจทางการ
40,65103000858,ยิ้มใสคลินิกทันตกรรม,นางทิวาพร  วอง,นางทิวาพร  วอง,261/51-52 ถ.บรมไตรโลกนารถ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,ยิ้มใส คลินิกทันตกรรม,,055 248 961,https://www.facebook.com/pages/category/Dentist---Dental-Office/%E0%B8%A2%E0%B8%B4%E0%B9%89%E0%B8%A1%E0%B9%83%E0%B8%AA-%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1-1129108940517381/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/38872805_1863158607112407_8376024308463435776_n.jpg?_nc_cat=103&_nc_oc=AQk1ron3orafIT-iJQnzHteNd-SMJEtOZTwtIsOdy1SuZzPgK8iRY-s3SH_Tahi7aug&_nc_ht=scontent.fphs1-1.fna&oh=0d416da425248335484a92cbf4a39f6d&oe=5DD59D20,21/7/2019,เพจทางการ
41,65103000958,คลินิกทันตกรรมคิวท์ สไมล์ เด็นทัล,นายปรเมศวร์  จันทร์เครือญาติ,นายปรเมศวร์  จันทร์เครือญาติ,49/65-66 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรม คิวท์ สไมล์ เด็นทัล - พิษณุโลก,จัดฟัน ทำฟัน,083 282 2294,https://www.facebook.com/cutesmiledentalpitlok/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/45886339_2116794641773128_3485463928908021760_n.jpg?_nc_cat=106&_nc_oc=AQn7N5a3SVYTfKJaFhHIfl--WpMgpe6PS13rqiDzFnsOVKBdsnInEbuaMbGdfZaU0ow&_nc_ht=scontent.fphs1-1.fna&oh=15e1b89c8529e998dc1601ccd3d86e19&oe=5DA12B30,1/7/2019,เพจทางการ
42,65103001058,คลินิกทันตกรรมหมอเพชร,น.ส.เพชรไพลิน  การจนารักพงค์,นายฐากูร  ปั้นทอง,324/3 ถ.มาลาเบี่ยง ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรมหมอเพชร หน้าโรงเรียนโรจนวิทย์มาลาเบี่ยง,จัดฟัน ฟอกสีฟัน รากฟันเทียม รักษารากฟัน ใส่ฟันปลอม ทันตกรรมสำหรับเด็ก,055 007 158,https://www.facebook.com/morpech555,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/11935074_1648143112101021_5396773075844176017_n.jpg?_nc_cat=109&_nc_oc=AQkxUWkRDWk3TIv-g_-gB9SGvKYQnjeOomMXwKLPApYQ74LI7X9mJ1voSCQlaSOqsJw&_nc_ht=scontent.fphs1-1.fna&oh=e9b387cc3647b9a0e0f81e4b6f63c3c7&oe=5DE2E689,27/7/2019,เพจทางการ
43,65103001158,เกรซคลินิกทันตกรรมสาขาหัวรอ,นายพรพงษ์  ร้องเกาะเกิด,น.ส.วรัทยา  รัตนธรรมธาดา,112/17 ม.3 ต.หัวรอ อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,เกรซคลินิกทันตกรรม,"มี 2 สาขา เปิดบริการทุกวัน 
1.เกรซคลินิกทันตกรรม สาขาในเมือง
2.เกรซคลินิกทันตกรรม สาขาหัวรอ
ทำฟัน จัดฟัน รากเทียม 
รักษาโรคเหงือก รักษารากฟัน 
ฟอกสีฟัน ใส่ฟัน ผ่าฟันคุด 
ถอนฟัน อุดฟัน ขูดหินปูน",091 029 9898,https://www.facebook.com/Gracedentalclinic.plk/,https://scontent.fphs1-1.fna.fbcdn.net/v/t31.0-8/11741090_125196931152127_5542998923806999971_o.png?_nc_cat=100&_nc_oc=AQmqvUeeA_dsX9UaqYTOqkwewe4Gbhvg6Tov0N2vRg9q_hjdzHZc7taucgVRDnELubA&_nc_ht=scontent.fphs1-1.fna&oh=7156828c25648763b95226e3e2a47070&oe=5DE78B1D,27/7/2019,เพจทางการ
44,65103000159,คลินิกทันตกรรมอิมพีเดนท์,นางปราณี  ฤกษ์เกษม ,นายไกรฤกษ์  ฤกษ์เกษม,261/45 ถ.บรมไตรโลกนารถ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกทันตกรรมเด็ก-รากฟันเทียมอิมพีเดนท์,ทำฟันเด็ก ทันตกรรมสำหรับเด็ก รากฟันเทียม พิษณุโลก โดยทันตแพทย์เฉพาะทาง,086 357 6756,https://www.facebook.com/%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%97%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%81-%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%9F%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B8%B5%E0%B9%80%E0%B8%94%E0%B8%99%E0%B8%97%E0%B9%8C-575118632654438/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/22815097_960165784149719_4277375444496241613_n.jpg?_nc_cat=107&_nc_oc=AQkvgZR_D6tacbEkLStAxm4wt-tfltWyijaLN4NIfIK71x3H1KVWAF-Yo4GP3QbDKyY&_nc_ht=scontent.fphs1-1.fna&oh=27bc7fc6876bec4956756ad599c21b4b&oe=5DA2FF1B,27/7/2019,เพจทางการ
45,65103000259,คลินิกทันตกรรมฟันใจดี,นางปัณณรัตน์  ชนะศักดิ์พิศาล,นางปัณณรัตน์  ชนะศักดิ์พิศาล,49/76-77 ถ.ชาญเวชกิจ ต.ในเมือง อ.เมือง จ.พิษณุโลก,,,ทันตกรรม,คลินิกฟันใจดี,คลินิก ฟันใจดี คุณหมอใจดี ให้บริการด้านทันตกรรม จัดฟัน ฟอกสีฟัน รักษารากฟัน รากเทียม ฟันปลอม ฟันคุต พิษณุโลก พิษณุ พิดโลก,099 884 3129,https://www.facebook.com/funjaidee/,https://scontent.fphs1-1.fna.fbcdn.net/v/t1.0-9/11990502_1632713400342831_591340157162228291_n.png?_nc_cat=104&_nc_oc=AQmpDmXHrd-T9sFAwmDDznZ-AvOxavU4jdwaGkOZiggHYSHv9VB9wWnpERc3oFMyz5c&_nc_ht=scontent.fphs1-1.fna&oh=5aa97445bd0da347d0d49d6f59f289f3&oe=5DE4F6B4,16/7/2019,เพจทางการ
